ring,panel,term,estimate,se,n_steps,n_rows,cohort
FRP-EA739200,A,z_woody_density_200m,1.024234430091626,0.15218129543767386,168,1848,2020
FRP-EA739200,A,z_nonagri_herb_density_200m,0.6595809114907835,0.1121944943905409,168,1848,2020
FRP-EA739200,A,z_built_density_200m,0.9525086718562181,0.2387660025252179,168,1848,2020
FRP-EA739200,A,sl_,-7.11326301514464e-5,8.509490334307882e-5,168,1848,2020
FRP-EA739200,A,log_sl_,0.12499484808996951,0.048495424098066515,168,1848,2020
FRP-EA739200,A,cos_ta_,-0.8748539492147942,0.13102450645382616,168,1848,2020
FRP-EA739213,A,z_dist_agricultural,-4.619853756974325,0.7176231924373665,1159,12749,2020
FRP-EA739213,A,z_dist_water,0.5651145307962411,0.0337243472444071,1159,12749,2020
FRP-EA739213,A,z_woody_density_200m,1.9546843674420542,0.15619355484454578,1159,12749,2020
FRP-EA739213,A,z_nonagri_herb_density_200m,1.273824280710794,0.09668914525353281,1159,12749,2020
FRP-EA739213,A,z_built_density_200m,0.6656351332100872,0.09205645273901877,1159,12749,2020
FRP-EA739213,A,sl_,-6.32465627181279e-4,1.2482205584020357e-4,1159,12749,2020
FRP-EA739213,A,log_sl_,0.26548841019786656,0.03066199870570772,1159,12749,2020
FRP-EA739213,A,cos_ta_,-0.8637823942876866,0.04973684152123642,1159,12749,2020
FRP-EA739214,A,z_dist_agricultural,0.08411809892360758,0.8052194536995989,597,6567,2020
FRP-EA739214,A,z_dist_water,-0.582862225991581,0.09908273751214934,597,6567,2020
FRP-EA739214,A,z_woody_density_200m,1.9207628500396867,0.17475522710107486,597,6567,2020
FRP-EA739214,A,z_nonagri_herb_density_200m,-0.640570889088753,0.14080662744158276,597,6567,2020
FRP-EA739214,A,z_built_density_200m,-0.2094987660281109,0.10587750958765536,597,6567,2020
FRP-EA739214,A,sl_,-0.0012173579515340873,1.7425054758125658e-4,597,6567,2020
FRP-EA739214,A,log_sl_,0.17857106562740452,0.03775793388539052,597,6567,2020
FRP-EA739214,A,cos_ta_,-1.0346664256364722,0.06842419726539253,597,6567,2020
FRP-EA739216,A,z_dist_agricultural,0.1412387649263349,0.13449642330994138,183,2013,2020
FRP-EA739216,A,z_dist_water,0.1063567201785445,0.09190564687320937,183,2013,2020
FRP-EA739216,A,z_woody_density_200m,0.9103424020215457,0.1505813541627584,183,2013,2020
FRP-EA739216,A,z_nonagri_herb_density_200m,0.361366450584454,0.14458148815488217,183,2013,2020
FRP-EA739216,A,z_built_density_200m,-0.014551625833553641,0.17155626272856164,183,2013,2020
FRP-EA739216,A,sl_,-7.154127026255299e-5,1.0243843470964934e-4,183,2013,2020
FRP-EA739216,A,log_sl_,0.03756546466097384,0.05145506560768495,183,2013,2020
FRP-EA739216,A,cos_ta_,-0.8037535923684407,0.11785427180362987,183,2013,2020
FRP-EA739219,A,z_dist_agricultural,2.6217465300312782e-5,0.06683830193900842,850,9350,2020
FRP-EA739219,A,z_dist_water,0.3821570070327358,0.03826438645547836,850,9350,2020
FRP-EA739219,A,z_woody_density_200m,0.5577332148742937,0.06641110211446886,850,9350,2020
FRP-EA739219,A,z_nonagri_herb_density_200m,0.45572739214269503,0.05865909219392305,850,9350,2020
FRP-EA739219,A,z_built_density_200m,0.4217023327538024,0.08888988542785832,850,9350,2020
FRP-EA739219,A,sl_,-3.457886349381433e-4,4.846886281415624e-5,850,9350,2020
FRP-EA739219,A,log_sl_,0.09782007931526147,0.020023696751034867,850,9350,2020
FRP-EA739219,A,cos_ta_,-0.6169092070744575,0.05352036084696144,850,9350,2020
FRP-EA739220,A,z_dist_agricultural,-1.2008033410133478,0.16393810632049008,628,6908,2020
FRP-EA739220,A,z_dist_water,-0.3092153890749002,0.11130085552435554,628,6908,2020
FRP-EA739220,A,z_woody_density_200m,0.0931522714091854,0.08908127006938908,628,6908,2020
FRP-EA739220,A,z_nonagri_herb_density_200m,0.45530932607143887,0.08138612859669173,628,6908,2020
FRP-EA739220,A,z_built_density_200m,-1.2363450993552128,0.11385573608273551,628,6908,2020
FRP-EA739220,A,sl_,2.467905337426841e-5,5.7044039038309814e-5,628,6908,2020
FRP-EA739220,A,log_sl_,0.0869160393279181,0.027416026371657475,628,6908,2020
FRP-EA739220,A,cos_ta_,-1.0403400130938456,0.06654046134445915,628,6908,2020
FRP-EC111807,A,z_dist_agricultural,-0.19357547600712516,0.09091211286432639,2098,23078,2021
FRP-EC111807,A,z_dist_water,-0.2991689463478348,0.06631362601657448,2098,23078,2021
FRP-EC111807,A,z_woody_density_200m,0.2216503119991745,0.07062357273198706,2098,23078,2021
FRP-EC111807,A,z_nonagri_herb_density_200m,0.33132866605165073,0.03734411207638006,2098,23078,2021
FRP-EC111807,A,z_built_density_200m,0.34063257893418125,0.05617657005725786,2098,23078,2021
FRP-EC111807,A,sl_,-4.837726593845843e-5,3.701399200553651e-5,2098,23078,2021
FRP-EC111807,A,log_sl_,0.012512007523121546,0.012695218843871094,2098,23078,2021
FRP-EC111807,A,cos_ta_,-1.1295609348440798,0.03490005053819375,2098,23078,2021
FRP-EC111807,B,z_dist_agricultural,-0.4012631507456559,0.13298802186314013,3046,33506,2021
FRP-EC111807,B,z_dist_water,-0.16794214388562775,0.0655113717254191,3046,33506,2021
FRP-EC111807,B,z_woody_density_200m,-1.6564903070729406,0.15440322490458128,3046,33506,2021
FRP-EC111807,B,z_nonagri_herb_density_200m,0.09594005977560059,0.06440706235513985,3046,33506,2021
FRP-EC111807,B,z_built_density_200m,0.07373898818211384,0.06033363433485135,3046,33506,2021
FRP-EC111807,B,sl_,-2.660811336237815e-4,3.9944398809926546e-5,3046,33506,2021
FRP-EC111807,B,log_sl_,0.045531888302766305,0.011563805183841713,3046,33506,2021
FRP-EC111807,B,cos_ta_,-1.119673905977498,0.02940048199485287,3046,33506,2021
FRP-EC111807,B,z_dist_agricultural:age_c,-0.24549432609670194,0.14465704906442203,3046,33506,2021
FRP-EC111807,B,z_dist_water:age_c,0.16130524506456206,0.06691563122286953,3046,33506,2021
FRP-EC111807,B,z_woody_density_200m:age_c,-2.170431580669342,0.1747157063039412,3046,33506,2021
FRP-EC111807,B,z_nonagri_herb_density_200m:age_c,-0.345912959766491,0.08079160939274271,3046,33506,2021
FRP-EC111807,B,z_built_density_200m:age_c,-0.17322666375344023,0.0658712059251772,3046,33506,2021
FRP-EC111820,A,z_dist_agricultural,-1.9637749113998506,0.17141530079999864,2307,25377,2021
FRP-EC111820,A,z_dist_water,-0.6298250505775486,0.053842186819965415,2307,25377,2021
FRP-EC111820,A,z_woody_density_200m,0.44527360242967,0.05441855557692459,2307,25377,2021
FRP-EC111820,A,z_nonagri_herb_density_200m,0.3273599966424206,0.06327427913359769,2307,25377,2021
FRP-EC111820,A,z_built_density_200m,-0.7006907506084817,0.05232944519127495,2307,25377,2021
FRP-EC111820,A,sl_,1.7640212809625182e-4,3.16794606321779e-5,2307,25377,2021
FRP-EC111820,A,log_sl_,0.061721555451622896,0.01321695437805401,2307,25377,2021
FRP-EC111820,A,cos_ta_,-1.0388394324585342,0.0340304580654452,2307,25377,2021
FRP-EC111820,B,z_dist_agricultural,-1.2711310834121852,0.3094081452966936,4088,44968,2021
FRP-EC111820,B,z_dist_water,-0.1444965403802584,0.035997618809709184,4088,44968,2021
FRP-EC111820,B,z_woody_density_200m,2.4217574213542625,0.1277368283451761,4088,44968,2021
FRP-EC111820,B,z_nonagri_herb_density_200m,-1.0057691690210993,0.163655613101524,4088,44968,2021
FRP-EC111820,B,z_built_density_200m,1.3953251179802477,0.09977422976518978,4088,44968,2021
FRP-EC111820,B,sl_,-4.024724980050129e-5,3.257974516244702e-5,4088,44968,2021
FRP-EC111820,B,log_sl_,0.060623992333600496,0.009999680804395731,4088,44968,2021
FRP-EC111820,B,cos_ta_,-1.1937472751606326,0.026275952755771343,4088,44968,2021
FRP-EC111820,B,z_dist_agricultural:age_c,0.4594816296168094,0.42035580121872623,4088,44968,2021
FRP-EC111820,B,z_dist_water:age_c,0.737654292179148,0.07839956588419812,4088,44968,2021
FRP-EC111820,B,z_woody_density_200m:age_c,2.440566170860428,0.1613664947068793,4088,44968,2021
FRP-EC111820,B,z_nonagri_herb_density_200m:age_c,-1.4733801790957446,0.20106126014132822,4088,44968,2021
FRP-EC111820,B,z_built_density_200m:age_c,2.7889683835237262,0.1378692937553464,4088,44968,2021
FRP-EC111822,A,z_dist_agricultural,-1.5773781788949945,0.2721318325543444,3032,33352,2021
FRP-EC111822,A,z_dist_water,-0.3759170359456509,0.0355428744331351,3032,33352,2021
FRP-EC111822,A,z_woody_density_200m,1.048486415250813,0.05482918798018068,3032,33352,2021
FRP-EC111822,A,z_nonagri_herb_density_200m,0.1927626738302778,0.036431752387113554,3032,33352,2021
FRP-EC111822,A,z_built_density_200m,-0.016818470721532277,0.05004688482163619,3032,33352,2021
FRP-EC111822,A,sl_,-2.681558145728752e-4,5.3645844109019314e-5,3032,33352,2021
FRP-EC111822,A,log_sl_,0.05496271035585982,0.014053995887409446,3032,33352,2021
FRP-EC111822,A,cos_ta_,-1.0431669891965163,0.029548730078220693,3032,33352,2021
FRP-EC111822,B,z_dist_agricultural,-1.0555719486543957,0.48857392744117556,3376,37136,2021
FRP-EC111822,B,z_dist_water,-0.5779338269670321,0.07465881721374609,3376,37136,2021
FRP-EC111822,B,z_woody_density_200m,1.2725092349812972,0.10411269949439148,3376,37136,2021
FRP-EC111822,B,z_nonagri_herb_density_200m,0.054410932995899365,0.0681103752218588,3376,37136,2021
FRP-EC111822,B,z_built_density_200m,0.08544416309769275,0.09287790789454343,3376,37136,2021
FRP-EC111822,B,sl_,-3.0650719728606864e-4,5.199702108703717e-5,3376,37136,2021
FRP-EC111822,B,log_sl_,0.0629243171372957,0.013513983058076736,3376,37136,2021
FRP-EC111822,B,cos_ta_,-1.0511248845068268,0.028096990781614706,3376,37136,2021
FRP-EC111822,B,z_dist_agricultural:age_c,0.7446817456117062,0.719152281162582,3376,37136,2021
FRP-EC111822,B,z_dist_water:age_c,-0.3168721341575837,0.10890675380496104,3376,37136,2021
FRP-EC111822,B,z_woody_density_200m:age_c,0.3335035224080873,0.15112569564436704,3376,37136,2021
FRP-EC111822,B,z_nonagri_herb_density_200m:age_c,-0.21252372983667225,0.10001637032995837,3376,37136,2021
FRP-EC111822,B,z_built_density_200m:age_c,0.16992263308721162,0.1405759340082976,3376,37136,2021
FRP-EC111823,A,z_dist_agricultural,-1.864449760813239,0.25854235008589044,2959,32549,2021
FRP-EC111823,A,z_dist_water,0.07686688706215405,0.026593968864542728,2959,32549,2021
FRP-EC111823,A,z_woody_density_200m,0.9764721256610328,0.0553625724022043,2959,32549,2021
FRP-EC111823,A,z_nonagri_herb_density_200m,0.9985429399350992,0.03720104172152585,2959,32549,2021
FRP-EC111823,A,z_built_density_200m,0.3217916565627449,0.04945836249778232,2959,32549,2021
FRP-EC111823,A,sl_,-5.183692595582043e-5,4.247668001019037e-5,2959,32549,2021
FRP-EC111823,A,log_sl_,0.1753065650946018,0.01487629118598291,2959,32549,2021
FRP-EC111823,A,cos_ta_,-0.8623846432827428,0.030692079990993403,2959,32549,2021
FRP-EC111823,B,z_dist_agricultural,-2.832021604872234,0.2683078414292348,4578,50358,2021
FRP-EC111823,B,z_dist_water,0.13308279221673133,0.025537367649560907,4578,50358,2021
FRP-EC111823,B,z_woody_density_200m,1.1833973715789634,0.050672614675655044,4578,50358,2021
FRP-EC111823,B,z_nonagri_herb_density_200m,0.9359206894856367,0.04041751751898464,4578,50358,2021
FRP-EC111823,B,z_built_density_200m,0.2911244371815657,0.051857616661500856,4578,50358,2021
FRP-EC111823,B,sl_,-3.233820243449472e-5,3.6747282323974826e-5,4578,50358,2021
FRP-EC111823,B,log_sl_,0.1563317744103434,0.01194663405154151,4578,50358,2021
FRP-EC111823,B,cos_ta_,-0.8790210570508098,0.024880834381445074,4578,50358,2021
FRP-EC111823,B,z_dist_agricultural:age_c,-1.2811946739346463,0.4517482567955102,4578,50358,2021
FRP-EC111823,B,z_dist_water:age_c,0.028904501008141903,0.04422277857819412,4578,50358,2021
FRP-EC111823,B,z_woody_density_200m:age_c,0.15334658185038347,0.09187378126819494,4578,50358,2021
FRP-EC111823,B,z_nonagri_herb_density_200m:age_c,-0.15738908058660164,0.07041972705927826,4578,50358,2021
FRP-EC111823,B,z_built_density_200m:age_c,-0.1677989714806143,0.09314777485677864,4578,50358,2021
FRP-EC111824,A,z_dist_agricultural,0.0015692094442477716,0.1404869172345504,133,1463,2021
FRP-EC111824,A,z_dist_water,-0.1387526943621489,0.1763855420911273,133,1463,2021
FRP-EC111824,A,z_woody_density_200m,0.4463251247851135,0.12179473289451989,133,1463,2021
FRP-EC111824,A,z_nonagri_herb_density_200m,0.05424484297763873,0.1570558425916258,133,1463,2021
FRP-EC111824,A,z_built_density_200m,-0.158454580100299,0.20587803573206598,133,1463,2021
FRP-EC111824,A,sl_,1.1005273946038879e-4,7.41352041248418e-5,133,1463,2021
FRP-EC111824,A,log_sl_,0.004912985930133732,0.04240269733111734,133,1463,2021
FRP-EC111824,A,cos_ta_,-0.9374677088849185,0.14020812442859765,133,1463,2021
FRP-EC111824,B,z_dist_agricultural,-0.33671181962823143,0.16958851901208905,501,5511,2021
FRP-EC111824,B,z_dist_water,-0.19900517799554002,0.13506137798423656,501,5511,2021
FRP-EC111824,B,z_woody_density_200m,0.6341898253822382,0.10029084279957827,501,5511,2021
FRP-EC111824,B,z_nonagri_herb_density_200m,0.29429697578865244,0.12291727500091747,501,5511,2021
FRP-EC111824,B,z_built_density_200m,0.0709495045236305,0.14972911301119438,501,5511,2021
FRP-EC111824,B,sl_,-2.071239522382553e-4,7.165429442402798e-5,501,5511,2021
FRP-EC111824,B,log_sl_,0.005385706763218831,0.022491471207770734,501,5511,2021
FRP-EC111824,B,cos_ta_,-1.1028442546495005,0.0727785660301467,501,5511,2021
FRP-EC111824,B,z_dist_agricultural:age_c,-0.39404738798266675,0.16282774453332716,501,5511,2021
FRP-EC111824,B,z_dist_water:age_c,-0.030928389819167193,0.09219267225815742,501,5511,2021
FRP-EC111824,B,z_woody_density_200m:age_c,0.13664388274391934,0.0719464692586555,501,5511,2021
FRP-EC111824,B,z_nonagri_herb_density_200m:age_c,0.16284368216752879,0.0904796799577808,501,5511,2021
FRP-EC111824,B,z_built_density_200m:age_c,0.27761508210535407,0.10743616671243199,501,5511,2021
FRP-EC111825,A,z_dist_agricultural,-3.501062208197203,0.2850137062729409,1275,14025,2021
FRP-EC111825,A,z_dist_water,0.21480979274683656,0.041019110946022876,1275,14025,2021
FRP-EC111825,A,z_woody_density_200m,1.4798380307666141,0.08624087207282662,1275,14025,2021
FRP-EC111825,A,z_nonagri_herb_density_200m,0.9091226195525665,0.08002864068946992,1275,14025,2021
FRP-EC111825,A,z_built_density_200m,0.3597613571018114,0.0849610908033016,1275,14025,2021
FRP-EC111825,A,sl_,7.894215915886166e-6,4.193076066775853e-5,1275,14025,2021
FRP-EC111825,A,log_sl_,0.07175347703012766,0.016164141034684006,1275,14025,2021
FRP-EC111825,A,cos_ta_,-0.9343804869570927,0.04612859418419118,1275,14025,2021
FRP-EC111826,A,z_dist_agricultural,-0.2491235777589962,0.05374203156827373,1277,14047,2021
FRP-EC111826,A,z_dist_water,-0.49331943770444225,0.05611525754437303,1277,14047,2021
FRP-EC111826,A,z_woody_density_200m,0.08525827548361202,0.04475141902587294,1277,14047,2021
FRP-EC111826,A,z_nonagri_herb_density_200m,-1.1367639212940432,0.08669006454737967,1277,14047,2021
FRP-EC111826,A,z_built_density_200m,-0.2868808259150466,0.046943685717279915,1277,14047,2021
FRP-EC111826,A,sl_,1.8460381132758217e-4,2.8476991237369847e-5,1277,14047,2021
FRP-EC111826,A,log_sl_,0.022364211518111337,0.01587954763652038,1277,14047,2021
FRP-EC111826,A,cos_ta_,-1.0436588304110936,0.04554497887647836,1277,14047,2021
FRP-EC111826,B,z_dist_agricultural,-0.040980943604911384,0.03835301058887989,5831,64141,2021
FRP-EC111826,B,z_dist_water,-0.3396084605108936,0.03387975171197438,5831,64141,2021
FRP-EC111826,B,z_woody_density_200m,-0.009403576895788933,0.02704888582525477,5831,64141,2021
FRP-EC111826,B,z_nonagri_herb_density_200m,-1.4093909975410528,0.058001613125343715,5831,64141,2021
FRP-EC111826,B,z_built_density_200m,-0.15271523153038236,0.03130044430623495,5831,64141,2021
FRP-EC111826,B,sl_,4.794100450955493e-5,1.631649166003022e-5,5831,64141,2021
FRP-EC111826,B,log_sl_,0.0770735039125372,0.008287699446715115,5831,64141,2021
FRP-EC111826,B,cos_ta_,-1.0505786313229932,0.02135695746880241,5831,64141,2021
FRP-EC111826,B,z_dist_agricultural:age_c,0.20236631625507986,0.024928044534322902,5831,64141,2021
FRP-EC111826,B,z_dist_water:age_c,0.023344418739048304,0.020318933483364717,5831,64141,2021
FRP-EC111826,B,z_woody_density_200m:age_c,0.055860861139897924,0.019134301810169403,5831,64141,2021
FRP-EC111826,B,z_nonagri_herb_density_200m:age_c,-0.3931288232204951,0.04001207469006246,5831,64141,2021
FRP-EC111826,B,z_built_density_200m:age_c,0.043293256895523054,0.01829802107802122,5831,64141,2021
FRP-EC111827,A,z_dist_agricultural,-2.9277873578834983,0.25184790535602836,3120,34320,2021
FRP-EC111827,A,z_dist_water,-0.2065020552517318,0.025321989481817655,3120,34320,2021
FRP-EC111827,A,z_woody_density_200m,0.3883300881719645,0.03409064645927791,3120,34320,2021
FRP-EC111827,A,z_nonagri_herb_density_200m,0.3563348927307294,0.028140323316504033,3120,34320,2021
FRP-EC111827,A,z_built_density_200m,-0.6790094794247814,0.03715709473695197,3120,34320,2021
FRP-EC111827,A,sl_,1.2121846880279563e-4,4.63263654512988e-5,3120,34320,2021
FRP-EC111827,A,log_sl_,0.13248305968021173,0.013531911279789829,3120,34320,2021
FRP-EC111827,A,cos_ta_,-1.176376210600588,0.030885925464211365,3120,34320,2021
FRP-EC111827,B,z_dist_agricultural,-4.544524917984092,0.7628610766844601,3308,36388,2021
FRP-EC111827,B,z_dist_water,-0.37380076965579057,0.05755376463392537,3308,36388,2021
FRP-EC111827,B,z_woody_density_200m,-0.06040557359962068,0.08027908290671676,3308,36388,2021
FRP-EC111827,B,z_nonagri_herb_density_200m,0.417404902626623,0.06234319749156392,3308,36388,2021
FRP-EC111827,B,z_built_density_200m,-0.9711579655585726,0.08628554130972413,3308,36388,2021
FRP-EC111827,B,sl_,1.662052794249326e-4,4.605241469262834e-5,3308,36388,2021
FRP-EC111827,B,log_sl_,0.14668311795305766,0.013453053117394385,3308,36388,2021
FRP-EC111827,B,cos_ta_,-1.1632221834469094,0.030092918932773736,3308,36388,2021
FRP-EC111827,B,z_dist_agricultural:age_c,-1.5481407159282399,0.905409418080311,3308,36388,2021
FRP-EC111827,B,z_dist_water:age_c,-0.29186334194435487,0.08469120027116556,3308,36388,2021
FRP-EC111827,B,z_woody_density_200m:age_c,-0.7034505427465133,0.11957339548048324,3308,36388,2021
FRP-EC111827,B,z_nonagri_herb_density_200m:age_c,0.031113561734687864,0.09492702341365075,3308,36388,2021
FRP-EC111827,B,z_built_density_200m:age_c,-0.5827124291564936,0.1340748504869097,3308,36388,2021
FRP-EC111829,A,z_dist_agricultural,-0.1586957728059621,0.05080303238862557,1837,20207,2021
FRP-EC111829,A,z_dist_water,-0.15645924784727402,0.048874806613809094,1837,20207,2021
FRP-EC111829,A,z_woody_density_200m,0.7493812376388149,0.06181009279458434,1837,20207,2021
FRP-EC111829,A,z_nonagri_herb_density_200m,0.6899038457973313,0.05091540067911894,1837,20207,2021
FRP-EC111829,A,z_built_density_200m,0.41488763239245846,0.0767866828313544,1837,20207,2021
FRP-EC111829,A,sl_,-4.604657798468736e-5,4.532831534043947e-5,1837,20207,2021
FRP-EC111829,A,log_sl_,0.0360866751855532,0.01414342494037295,1837,20207,2021
FRP-EC111829,A,cos_ta_,-1.1009691118845781,0.0379317591165216,1837,20207,2021
FRP-EC111829,B,z_dist_agricultural,-0.45989547296881517,0.040285151814150474,5708,62788,2021
FRP-EC111829,B,z_dist_water,-0.13485777646238867,0.029397537123383544,5708,62788,2021
FRP-EC111829,B,z_woody_density_200m,0.9721193104114272,0.03667028035444289,5708,62788,2021
FRP-EC111829,B,z_nonagri_herb_density_200m,0.9049793635492033,0.03148004436985889,5708,62788,2021
FRP-EC111829,B,z_built_density_200m,0.757948799903238,0.04943031967641518,5708,62788,2021
FRP-EC111829,B,sl_,-5.907388127139387e-5,2.6733176254657363e-5,5708,62788,2021
FRP-EC111829,B,log_sl_,0.06706398184798702,0.008426993036524897,5708,62788,2021
FRP-EC111829,B,cos_ta_,-1.1047532993419849,0.02178776542274322,5708,62788,2021
FRP-EC111829,B,z_dist_agricultural:age_c,-0.31515324110803233,0.04565883530751438,5708,62788,2021
FRP-EC111829,B,z_dist_water:age_c,0.08124535367844761,0.032493261972415026,5708,62788,2021
FRP-EC111829,B,z_woody_density_200m:age_c,0.4059198767006643,0.0469601554907513,5708,62788,2021
FRP-EC111829,B,z_nonagri_herb_density_200m:age_c,0.3099545459145274,0.03958410788492662,5708,62788,2021
FRP-EC111829,B,z_built_density_200m:age_c,0.4551911577870717,0.06009471148939325,5708,62788,2021
FRP-EC111830,A,z_dist_agricultural,-2.1486540232954403,1.530777826611278,308,3388,2021
FRP-EC111830,A,z_dist_water,0.23233072822003414,0.08076973709359622,308,3388,2021
FRP-EC111830,A,z_woody_density_200m,1.442003026503563,0.21872638433733552,308,3388,2021
FRP-EC111830,A,z_nonagri_herb_density_200m,0.9849306115693889,0.11099622033544682,308,3388,2021
FRP-EC111830,A,z_built_density_200m,1.4911488928971375,0.22570776035973167,308,3388,2021
FRP-EC111830,A,sl_,-4.1833232160899984e-4,2.5936140771759444e-4,308,3388,2021
FRP-EC111830,A,log_sl_,0.2506510842884192,0.051786956595836736,308,3388,2021
FRP-EC111830,A,cos_ta_,-1.1761241929086228,0.10150803932267373,308,3388,2021
FRP-EC111830,B,z_dist_agricultural,-2.0883950414415797,0.5985199749880629,4374,48114,2021
FRP-EC111830,B,z_dist_water,0.51866188748662,0.026319988644139952,4374,48114,2021
FRP-EC111830,B,z_woody_density_200m,1.112405645660747,0.09582875933626514,4374,48114,2021
FRP-EC111830,B,z_nonagri_herb_density_200m,1.1920676796507932,0.05549593580244118,4374,48114,2021
FRP-EC111830,B,z_built_density_200m,0.9026639514385574,0.081633253327035,4374,48114,2021
FRP-EC111830,B,sl_,-7.270333395262055e-4,6.949495151128974e-5,4374,48114,2021
FRP-EC111830,B,log_sl_,0.26930912285844766,0.014176982394686864,4374,48114,2021
FRP-EC111830,B,cos_ta_,-0.993929742079079,0.026177738892571276,4374,48114,2021
FRP-EC111830,B,z_dist_agricultural:age_c,1.4863161101673432,0.36908880234638436,4374,48114,2021
FRP-EC111830,B,z_dist_water:age_c,0.02488382690068893,0.024784411535174897,4374,48114,2021
FRP-EC111830,B,z_woody_density_200m:age_c,0.17514749034627652,0.0826081281865344,4374,48114,2021
FRP-EC111830,B,z_nonagri_herb_density_200m:age_c,0.06747238736253364,0.054362523650134276,4374,48114,2021
FRP-EC111830,B,z_built_density_200m:age_c,-0.18602835195451428,0.07692780523757636,4374,48114,2021
FRP-EC111832,A,z_dist_agricultural,-0.30937253226806405,0.2136056278789391,2929,32219,2021
FRP-EC111832,A,z_dist_water,-0.59990456294923,0.09904794150482557,2929,32219,2021
FRP-EC111832,A,z_woody_density_200m,1.0416016513675423,0.13069528894951993,2929,32219,2021
FRP-EC111832,A,z_nonagri_herb_density_200m,-1.1476553270451495,0.08951641804002532,2929,32219,2021
FRP-EC111832,A,z_built_density_200m,0.2633662332494383,0.05238159111195773,2929,32219,2021
FRP-EC111832,A,sl_,-4.5775745956465314e-4,1.0020331426693634e-4,2929,32219,2021
FRP-EC111832,A,log_sl_,0.14389739796190457,0.017990501397847174,2929,32219,2021
FRP-EC111832,A,cos_ta_,-0.9847729072285483,0.029230462177118628,2929,32219,2021
FRP-EC111832,B,z_dist_agricultural,-0.45870240517698624,0.12174622266278781,10017,110187,2021
FRP-EC111832,B,z_dist_water,-0.8951117835061684,0.058723521273230904,10017,110187,2021
FRP-EC111832,B,z_woody_density_200m,1.9705822054105757,0.07973084222482586,10017,110187,2021
FRP-EC111832,B,z_nonagri_herb_density_200m,-0.6555893370900702,0.045874393756806235,10017,110187,2021
FRP-EC111832,B,z_built_density_200m,0.4334933034004409,0.03490320044598154,10017,110187,2021
FRP-EC111832,B,sl_,-2.4280589630950346e-6,4.5192608853242844e-5,10017,110187,2021
FRP-EC111832,B,log_sl_,0.01546862556642374,0.008247935189405139,10017,110187,2021
FRP-EC111832,B,cos_ta_,-1.0353475255121205,0.016011141736515695,10017,110187,2021
